,縣市,行政區,候選人,得票數,得票率,已送投開票所數,應送投開票所數,時間
0,臺北市,松山區,1,140,0.44,36,117,20181124-195201
1,臺北市,松山區,2,13823,43.11,36,117,20181124-195201
2,臺北市,松山區,3,5288,16.49,36,117,20181124-195201
3,臺北市,松山區,4,12692,39.58,36,117,20181124-195201
4,臺北市,松山區,5,124,0.39,36,117,20181124-195201
5,臺北市,信義區,1,212,0.45,58,142,20181124-195202
6,臺北市,信義區,2,21026,44.29,58,142,20181124-195202
7,臺北市,信義區,3,7575,15.96,58,142,20181124-195202
8,臺北市,信義區,4,18462,38.89,58,142,20181124-195202
9,臺北市,信義區,5,198,0.42,58,142,20181124-195202
10,臺北市,大安區,1,113,0.4,37,188,20181124-195202
11,臺北市,大安區,2,12497,44.27,37,188,20181124-195202
12,臺北市,大安區,3,4505,15.96,37,188,20181124-195202
13,臺北市,大安區,4,10998,38.96,37,188,20181124-195202
14,臺北市,大安區,5,119,0.42,37,188,20181124-195202
15,臺北市,中山區,1,288,0.4,81,133,20181124-195202
16,臺北市,中山區,2,27455,38.16,81,133,20181124-195202
17,臺北市,中山區,3,13880,19.29,81,133,20181124-195202
18,臺北市,中山區,4,30022,41.73,81,133,20181124-195202
19,臺北市,中山區,5,306,0.43,81,133,20181124-195202
20,臺北市,中正區,1,182,0.48,47,96,20181124-195202
21,臺北市,中正區,2,15562,41.21,47,96,20181124-195202
22,臺北市,中正區,3,5951,15.76,47,96,20181124-195202
23,臺北市,中正區,4,15897,42.09,47,96,20181124-195202
24,臺北市,中正區,5,175,0.46,47,96,20181124-195202
25,臺北市,大同區,1,160,0.4,48,82,20181124-195203
26,臺北市,大同區,2,11580,29.21,48,82,20181124-195203
27,臺北市,大同區,3,9779,24.67,48,82,20181124-195203
28,臺北市,大同區,4,17913,45.19,48,82,20181124-195203
29,臺北市,大同區,5,207,0.52,48,82,20181124-195203
30,臺北市,萬華區,1,313,0.41,86,117,20181124-195203
31,臺北市,萬華區,2,28351,37.47,86,117,20181124-195203
32,臺北市,萬華區,3,15314,20.24,86,117,20181124-195203
33,臺北市,萬華區,4,31343,41.42,86,117,20181124-195203
34,臺北市,萬華區,5,348,0.46,86,117,20181124-195203
35,臺北市,文山區,1,101,0.44,28,162,20181124-195203
36,臺北市,文山區,2,10896,47.8,28,162,20181124-195203
37,臺北市,文山區,3,3123,13.7,28,162,20181124-195203
38,臺北市,文山區,4,8563,37.57,28,162,20181124-195203
39,臺北市,文山區,5,111,0.49,28,162,20181124-195203
40,臺北市,南港區,1,243,0.42,62,72,20181124-195204
41,臺北市,南港區,2,22439,39.06,62,72,20181124-195204
42,臺北市,南港區,3,9471,16.49,62,72,20181124-195204
43,臺北市,南港區,4,25002,43.53,62,72,20181124-195204
44,臺北市,南港區,5,286,0.5,62,72,20181124-195204
45,臺北市,內湖區,1,191,0.36,56,150,20181124-195204
46,臺北市,內湖區,2,22065,41.73,56,150,20181124-195204
47,臺北市,內湖區,3,7421,14.03,56,150,20181124-195204
48,臺北市,內湖區,4,22972,43.44,56,150,20181124-195204
49,臺北市,內湖區,5,228,0.43,56,150,20181124-195204
50,臺北市,士林區,1,28,0.29,13,163,20181124-195205
51,臺北市,士林區,2,3536,36.17,13,163,20181124-195205
52,臺北市,士林區,3,2230,22.81,13,163,20181124-195205
53,臺北市,士林區,4,3952,40.43,13,163,20181124-195205
54,臺北市,士林區,5,30,0.31,13,163,20181124-195205
55,臺北市,北投區,1,75,0.43,20,141,20181124-195205
56,臺北市,北投區,2,7110,40.89,20,141,20181124-195205
57,臺北市,北投區,3,3056,17.57,20,141,20181124-195205
58,臺北市,北投區,4,7084,40.74,20,141,20181124-195205
59,臺北市,北投區,5,64,0.37,20,141,20181124-195205
60,新北市,板橋區,1,8325,47.64,27,338,20181124-195206
61,新北市,板橋區,2,9151,52.36,27,338,20181124-195206
62,新北市,三重區,1,13094,48.97,36,235,20181124-195206
63,新北市,三重區,2,13644,51.03,36,235,20181124-195206
64,新北市,中和區,1,51923,36.55,166,244,20181124-195207
65,新北市,中和區,2,90122,63.45,166,244,20181124-195207
