,案號,縣市,行政區,同意,不同意,有效,無效,投票數,投票權人數,投票率,有效同意票數對投票權人數百分比,已送投開票所數,應送投開票所數,時間
0,7,臺北市,松山區,72344,21698,94042,5769,99811.0,169278.0,58.96,42.74,117,117,20181125-024635
1,7,臺北市,信義區,80160,23245,103405,6057,109462.0,190444.0,57.48,42.09,142,142,20181125-024635
2,7,臺北市,大安區,98527,30422,128949,6917,135866.0,237472.0,57.21,41.49,177,188,20181125-024635
3,7,臺北市,中山區,78649,25050,103699,7022,110721.0,195148.0,56.74,40.3,133,133,20181125-024636
4,7,臺北市,中正區,54089,16359,70448,4232,74680.0,128292.0,58.21,42.16,96,96,20181125-024636
5,7,臺北市,大同區,42497,14769,57266,4486,61752.0,107557.0,57.41,39.51,82,82,20181125-024636
6,7,臺北市,萬華區,64385,19585,83970,6622,90592.0,164020.0,55.23,39.25,117,117,20181125-024637
7,7,臺北市,文山區,101174,26288,127462,7798,135260.0,227211.0,59.53,44.53,162,162,20181125-024637
8,7,臺北市,南港區,43217,12009,55226,3158,58384.0,101907.0,57.29,42.41,72,72,20181125-024637
9,7,臺北市,內湖區,99646,28226,127872,7141,135013.0,233402.0,57.85,42.69,148,150,20181125-024637
10,7,臺北市,士林區,94205,30804,125009,9736,134745.0,236835.0,56.89,39.78,160,163,20181125-024637
11,7,臺北市,北投區,85525,25619,111144,7721,118865.0,213250.0,55.74,40.11,141,141,20181125-024638
12,7,新北市,板橋區,183642,54962,238604,19309,257913.0,463411.0,55.66,39.63,338,338,20181125-024638
13,7,新北市,三重區,128111,39417,167528,16104,183632.0,329846.0,55.67,38.84,235,235,20181125-024638
14,7,新北市,中和區,146208,37338,183546,12119,195665.0,355978.0,54.97,41.07,244,244,20181125-024638
15,7,新北市,永和區,83228,20414,103642,6419,110061.0,187798.0,58.61,44.32,138,138,20181125-024638
16,7,新北市,新莊區,140045,41204,181249,13774,195023.0,344981.0,56.53,40.59,253,253,20181125-024639
17,7,新北市,新店區,113797,26226,140023,8228,148251.0,264053.0,56.14,43.1,176,176,20181125-024639
18,7,新北市,樹林區,60667,17206,77873,5482,83355.0,152102.0,54.8,39.89,111,111,20181125-024639
19,7,新北市,鶯歌區,27167,7924,35091,2344,37435.0,71645.0,52.25,37.92,50,50,20181125-024639
20,7,新北市,三峽區,35739,10099,45838,3190,49028.0,94291.0,52.0,37.9,70,70,20181125-024639
21,7,新北市,淡水區,56960,15439,72399,4367,76766.0,147272.0,52.13,38.68,96,96,20181125-024640
22,7,新北市,汐止區,67547,18065,85612,5665,91277.0,173831.0,52.51,38.86,111,111,20181125-024640
23,7,新北市,瑞芳區,12211,3277,15488,1236,16724.0,35036.0,47.73,34.85,46,46,20181125-024640
24,7,新北市,土城區,78924,22140,101064,7807,108871.0,200783.0,54.22,39.31,142,142,20181125-024640
25,7,新北市,蘆洲區,62988,19193,82181,6888,89069.0,167457.0,53.19,37.61,104,104,20181125-024640
26,7,新北市,五股區,27379,7871,35250,2856,38106.0,72443.0,52.6,37.79,48,48,20181125-024641
27,7,新北市,泰山區,26020,6947,32967,2173,35140.0,64252.0,54.69,40.5,47,47,20181125-024641
28,7,新北市,林口區,36042,9434,45476,2656,48132.0,86203.0,55.84,41.81,62,62,20181125-024641
29,7,新北市,深坑區,8193,2201,10394,716,11110.0,20624.0,53.87,39.73,16,16,20181125-024641
30,7,新北市,石碇區,2358,719,3077,309,3386.0,6861.0,49.35,34.37,13,13,20181125-024642
31,7,新北市,坪林區,2075,535,2610,311,2921.0,5891.0,49.58,35.22,10,10,20181125-024642
32,7,新北市,三芝區,6999,1927,8926,704,9630.0,20119.0,47.87,34.79,18,18,20181125-024642
33,7,新北市,石門區,3899,1018,4917,509,5426.0,10528.0,51.54,37.03,10,10,20181125-024642
34,7,新北市,八里區,12684,3493,16177,1263,17440.0,32970.0,52.9,38.47,20,20,20181125-024642
35,7,新北市,平溪區,1428,412,1840,190,2030.0,4321.0,46.98,33.05,12,12,20181125-024642
36,7,新北市,雙溪區,2739,737,3476,373,3849.0,7999.0,48.12,34.24,17,17,20181125-024643
37,7,新北市,貢寮區,3309,1075,4384,423,4807.0,11279.0,42.62,29.34,18,18,20181125-024643
38,7,新北市,金山區,6853,1860,8713,843,9556.0,18978.0,50.35,36.11,19,19,20181125-024643
39,7,新北市,萬里區,6883,1811,8694,854,9548.0,19297.0,49.48,35.67,16,16,20181125-024643
40,7,新北市,烏來區,2072,470,2542,161,2703.0,5264.0,51.35,39.36,6,6,20181125-024643
41,7,桃園市,桃園區,135663,36174,171837,9359,181196.0,359790.0,50.36,37.71,216,216,20181125-024644
42,7,桃園市,中壢區,134509,31525,166034,8758,174792.0,334402.0,52.27,40.22,210,210,20181125-024644
43,7,桃園市,大溪區,30058,7843,37901,2974,40875.0,78285.0,52.21,38.4,59,59,20181125-024644
44,7,桃園市,楊梅區,54109,12102,66211,3373,69584.0,137917.0,50.45,39.23,82,82,20181125-024644
45,7,桃園市,蘆竹區,48141,12964,61105,3805,64910.0,129252.0,50.22,37.25,76,76,20181125-024644
46,7,桃園市,大園區,26894,7155,34049,2005,36054.0,73900.0,48.79,36.39,50,50,20181125-024645
47,7,桃園市,龜山區,47936,12769,60705,3366,64071.0,131702.0,48.65,36.4,78,78,20181125-024645
48,7,桃園市,八德區,62058,15724,77782,4842,82624.0,165065.0,50.06,37.6,101,101,20181125-024645
49,7,桃園市,龍潭區,42077,9102,51179,2699,53878.0,101574.0,53.04,41.42,64,64,20181125-024645
50,7,桃園市,平鎮區,74739,17335,92074,4474,96548.0,183560.0,52.6,40.72,125,125,20181125-024645
51,7,桃園市,新屋區,17090,4471,21561,1267,22828.0,41461.0,55.06,41.22,30,30,20181125-024646
52,7,桃園市,觀音區,20514,5326,25840,1616,27456.0,55149.0,49.79,37.2,41,41,20181125-024646
53,7,桃園市,復興區,3740,843,4583,355,4938.0,9766.0,50.56,38.3,10,10,20181125-024646
54,7,臺中市,中區,6132,1541,7673,468,8141.0,14696.0,55.4,41.73,12,12,20181125-024646
55,7,臺中市,東區,28395,6994,35389,2147,37536.0,64291.0,58.38,44.17,49,49,20181125-024646
56,7,臺中市,南區,48518,11525,60043,3309,63352.0,103643.0,61.13,46.81,74,74,20181125-024647
57,7,臺中市,西區,41855,10696,52551,2576,55127.0,95040.0,58.0,44.04,66,66,20181125-024647
58,7,臺中市,北區,53751,12471,66222,3239,69461.0,124621.0,55.74,43.13,87,87,20181125-024647
59,7,臺中市,西屯區,82825,18412,101237,4948,106185.0,183814.0,57.77,45.06,120,120,20181125-024647
60,7,臺中市,南屯區,63052,14504,77556,3946,81502.0,135448.0,60.17,46.55,101,101,20181125-024647
61,7,臺中市,北屯區,100833,22423,123256,6126,129382.0,227720.0,56.82,44.28,137,137,20181125-024648
62,7,臺中市,豐原區,61483,15505,76988,4660,81648.0,136658.0,59.75,44.99,88,88,20181125-024648
63,7,臺中市,東勢區,18958,4311,23269,1783,25052.0,43181.0,58.02,43.9,39,39,20181125-024648
64,7,臺中市,大甲區,27122,6558,33680,2271,35951.0,63069.0,57.0,43.0,54,54,20181125-024648
65,7,臺中市,清水區,32206,7100,39306,2489,41795.0,71528.0,58.43,45.03,59,59,20181125-024648
66,7,臺中市,沙鹿區,32234,7425,39659,2329,41988.0,74207.0,56.58,43.44,53,53,20181125-024649
67,7,臺中市,梧棲區,20303,4831,25134,1659,26793.0,47040.0,56.96,43.16,36,36,20181125-024649
68,7,臺中市,后里區,20022,4396,24418,1587,26005.0,44962.0,57.84,44.53,37,37,20181125-024649
69,7,臺中市,神岡區,24223,5774,29997,1950,31947.0,54565.0,58.55,44.39,42,42,20181125-024649
70,7,臺中市,潭子區,39569,8853,48422,2553,50975.0,89487.0,56.96,44.22,55,55,20181125-024650
71,7,臺中市,大雅區,33608,7469,41077,2236,43313.0,77189.0,56.11,43.54,46,46,20181125-024650
72,7,臺中市,新社區,8246,1889,10135,651,10786.0,20860.0,51.71,39.53,23,23,20181125-024650
73,7,臺中市,石岡區,5735,1379,7114,477,7591.0,12880.0,58.94,44.53,10,10,20181125-024650
